market_id,county,season,primary_animal_type,weekly_animal_throughput,vaccination_coverage_pct,distance_to_water_source_km,vet_inspections_per_month,prev_outbreaks_2yr,market_density_score,outbreak_risk_flag
MKT-2372,Garissa,Dry Season,Camels,23,48.5,2.8,3,1,1,0
MKT-2373,West Pokot,Short Rains,Camels,15,13.6,7.1,1,1,6,1
MKT-2374,Turkana,Dry Season,Cattle,10,29.0,4.9,1,0,2,0
MKT-2375,Laikipia,Short Rains,Camels,10,24.1,2.2,0,0,7,1
MKT-2376,Wajir,Short Rains,Camels,10,47.9,0.9,0,0,9,0
MKT-2377,Isiolo,Short Rains,Cattle,23,50.9,11.2,1,3,7,0
MKT-2378,Baringo,Short Rains,Camels,14,33.0,8.0,2,0,9,1
MKT-2379,Garissa,Long Rains,Mixed,10,21.2,0.5,3,0,4,0
MKT-2380,Mandera,Dry Season,Mixed,16,24.5,36.3,2,1,7,1
MKT-2381,Baringo,Short Rains,Camels,11,43.1,8.2,0,1,10,1
MKT-2382,Marsabit,Short Rains,Cattle,10,10.3,1.9,0,0,1,1
MKT-2383,Kajiado,Short Rains,Camels,12,43.0,14.7,2,2,10,0
MKT-2384,Isiolo,Long Rains,Camels,10,11.7,17.1,2,4,6,0
MKT-2385,Turkana,Dry Season,Goats,10,72.7,6.8,0,0,9,0
MKT-2386,Baringo,Dry Season,Sheep,14,29.7,17.3,2,1,6,1
MKT-2387,Baringo,Short Rains,Cattle,11,28.4,0.5,1,1,7,0
MKT-2388,West Pokot,Dry Season,Sheep,10,55.8,23.2,1,0,10,0
MKT-2389,Samburu,Long Rains,Goats,15,66.5,0.5,2,0,1,1
MKT-2390,Garissa,Long Rains,Sheep,11,11.8,8.2,2,0,4,0
MKT-2391,Baringo,Long Rains,Camels,10,19.6,3.4,2,0,7,1
MKT-2392,Kajiado,Dry Season,Mixed,13,26.3,0.5,0,0,6,0
MKT-2393,Garissa,Long Rains,Cattle,12,10.2,21.2,3,2,9,0
MKT-2394,West Pokot,Short Rains,Cattle,31,31.8,1.2,2,0,4,0
MKT-2395,Marsabit,Long Rains,Camels,10,2.3,15.4,1,2,3,0
MKT-2396,Wajir,Long Rains,Sheep,34,66.5,3.2,5,1,1,1
MKT-2397,Narok,Short Rains,Cattle,19,35.0,10.8,1,1,8,1
MKT-2398,Laikipia,Long Rains,Goats,10,27.7,2.3,0,1,1,1
MKT-2399,Laikipia,Dry Season,Goats,10,15.1,7.0,2,0,5,0
MKT-2400,Mandera,Long Rains,Sheep,11,25.9,12.9,1,0,2,1
MKT-2401,West Pokot,Long Rains,Goats,10,47.4,6.7,0,1,6,1
MKT-2402,West Pokot,Dry Season,Mixed,10,15.1,2.9,2,0,8,0
MKT-2403,Samburu,Dry Season,Camels,10,36.3,2.1,3,0,4,0
MKT-2404,Wajir,Long Rains,Cattle,10,60.0,1.5,1,0,1,1
MKT-2405,Garissa,Long Rains,Camels,16,38.9,14.6,2,2,7,0
MKT-2406,Samburu,Dry Season,Sheep,10,76.2,7.6,2,0,5,0
MKT-2407,Mandera,Short Rains,Camels,11,39.1,5.7,1,0,2,0
MKT-2408,Samburu,Long Rains,Cattle,10,17.0,2.3,1,0,6,1
MKT-2409,Isiolo,Short Rains,Cattle,17,11.0,4.5,1,1,6,1
MKT-2410,Marsabit,Dry Season,Sheep,10,45.9,7.7,0,0,5,0
MKT-2411,Turkana,Short Rains,Cattle,11,67.2,0.6,4,3,6,0
MKT-2412,Baringo,Short Rains,Goats,16,13.9,3.6,0,0,9,1
MKT-2413,Turkana,Long Rains,Camels,14,19.7,2.2,3,1,9,0
MKT-2414,Samburu,Dry Season,Mixed,10,26.1,8.3,1,1,7,1
MKT-2415,Garissa,Long Rains,Mixed,10,23.1,7.5,2,1,3,1
MKT-2416,Mandera,Dry Season,Mixed,12,74.9,2.8,1,0,9,0
MKT-2417,Baringo,Dry Season,Sheep,10,48.3,0.5,0,0,10,0
MKT-2418,Garissa,Long Rains,Mixed,10,7.5,1.6,1,1,7,1
MKT-2419,Kajiado,Dry Season,Camels,14,84.6,1.4,2,0,4,0
MKT-2420,Kajiado,Short Rains,Cattle,10,11.3,6.7,0,0,1,1
MKT-2421,Mandera,Dry Season,Goats,30,11.0,1.5,0,0,10,0
MKT-2422,Baringo,Dry Season,Mixed,11,68.0,5.3,2,1,6,0
MKT-2423,Samburu,Dry Season,Mixed,10,45.1,7.6,1,1,6,0
MKT-2424,Laikipia,Dry Season,Mixed,21,58.6,16.9,3,0,6,0
MKT-2425,Kajiado,Dry Season,Goats,20,24.0,2.2,2,2,4,0
MKT-2426,Isiolo,Short Rains,Camels,10,85.5,1.6,1,0,9,0
MKT-2427,Mandera,Long Rains,Mixed,12,52.9,1.5,3,0,5,0
MKT-2428,Kajiado,Long Rains,Cattle,17,58.4,3.6,2,2,1,1
MKT-2429,West Pokot,Short Rains,Sheep,19,45.0,8.4,1,0,4,0
MKT-2430,Kajiado,Dry Season,Goats,10,28.4,8.9,2,1,10,0
MKT-2431,Mandera,Short Rains,Camels,24,34.0,1.9,3,0,3,1
MKT-2432,Isiolo,Short Rains,Cattle,10,16.9,1.1,0,0,8,1
MKT-2433,Mandera,Dry Season,Goats,11,40.3,4.8,1,1,6,0
MKT-2434,Marsabit,Dry Season,Goats,10,7.7,1.2,3,0,10,0
MKT-2435,Laikipia,Dry Season,Sheep,11,77.6,13.4,2,0,10,0
MKT-2436,Turkana,Dry Season,Sheep,10,17.8,0.7,1,0,7,1
MKT-2437,Narok,Long Rains,Camels,18,9.7,11.2,4,0,10,0
MKT-2438,Isiolo,Dry Season,Mixed,10,17.5,0.5,4,0,2,0
MKT-2439,Narok,Long Rains,Sheep,19,35.7,13.2,3,0,1,0
MKT-2440,Isiolo,Dry Season,Camels,10,11.9,7.9,2,0,2,1
MKT-2441,Marsabit,Short Rains,Goats,10,37.9,3.1,2,1,6,1
MKT-2442,West Pokot,Dry Season,Mixed,12,18.7,4.2,1,1,5,1
MKT-2443,Narok,Long Rains,Cattle,13,27.8,9.0,2,2,8,1
MKT-2444,Isiolo,Long Rains,Goats,10,57.2,1.6,0,1,4,1
MKT-2445,Narok,Dry Season,Camels,11,32.8,17.7,3,1,3,1
MKT-2446,Marsabit,Dry Season,Cattle,11,27.2,5.3,1,0,4,1
MKT-2447,Garissa,Dry Season,Goats,16,29.5,11.4,1,1,9,0
MKT-2448,Baringo,Short Rains,Sheep,10,29.1,5.7,0,2,8,0
MKT-2449,Turkana,Short Rains,Camels,10,23.0,4.8,1,0,8,1
MKT-2450,Marsabit,Short Rains,Cattle,10,60.7,5.1,0,0,6,0
MKT-2451,Marsabit,Short Rains,Sheep,13,10.0,3.6,1,0,5,0
MKT-2452,Baringo,Short Rains,Cattle,10,29.4,10.6,3,0,8,0
MKT-2453,Laikipia,Dry Season,Mixed,10,34.2,15.0,1,1,4,0
MKT-2454,Wajir,Long Rains,Mixed,15,29.8,15.4,1,0,10,0
MKT-2455,Samburu,Dry Season,Camels,10,29.4,1.0,1,0,6,1
MKT-2456,Garissa,Long Rains,Cattle,10,29.1,11.5,0,1,9,1
MKT-2457,Laikipia,Long Rains,Mixed,10,38.8,1.8,3,1,3,0
MKT-2458,Laikipia,Short Rains,Goats,10,35.8,0.5,1,2,9,1
MKT-2459,Garissa,Dry Season,Goats,12,51.6,2.6,1,0,8,0
MKT-2460,Kajiado,Dry Season,Mixed,10,21.1,2.8,1,0,3,0
MKT-2461,Isiolo,Long Rains,Mixed,11,26.1,13.3,1,0,7,0
MKT-2462,Baringo,Long Rains,Camels,12,2.1,10.9,3,0,5,0
MKT-2463,Wajir,Short Rains,Camels,10,16.6,0.7,0,0,7,0
MKT-2464,Samburu,Dry Season,Goats,15,30.3,3.2,0,0,4,0
MKT-2465,Baringo,Dry Season,Sheep,10,66.1,2.3,2,0,3,0
MKT-2466,Turkana,Long Rains,Cattle,10,50.3,7.2,0,0,7,0
MKT-2467,Laikipia,Short Rains,Sheep,10,35.7,6.2,2,0,6,1
MKT-2468,West Pokot,Short Rains,Camels,10,17.8,9.1,2,2,5,1
MKT-2469,Narok,Short Rains,Sheep,15,48.3,19.3,2,1,4,0
MKT-2470,Marsabit,Short Rains,Camels,10,75.9,4.4,3,0,6,0
MKT-2471,Narok,Short Rains,Sheep,16,7.9,8.5,1,2,1,1
MKT-2472,Garissa,Short Rains,Goats,10,51.3,20.0,0,0,8,0
MKT-2473,Marsabit,Long Rains,Camels,16,5.1,6.2,3,0,6,1
MKT-2474,Marsabit,Long Rains,Goats,18,47.5,2.9,4,1,5,0
MKT-2475,Mandera,Long Rains,Sheep,10,61.8,4.1,2,0,8,0
MKT-2476,Isiolo,Long Rains,Mixed,12,14.5,11.2,1,0,4,1
MKT-2477,Samburu,Dry Season,Mixed,10,7.4,10.2,4,0,2,0
MKT-2478,Laikipia,Long Rains,Cattle,11,10.7,11.0,3,0,5,0
MKT-2479,Isiolo,Short Rains,Mixed,28,46.0,10.9,1,0,7,0
MKT-2480,Baringo,Dry Season,Cattle,15,70.4,20.3,1,0,5,0
MKT-2481,Wajir,Dry Season,Sheep,14,12.0,11.6,1,1,7,0
MKT-2482,Kajiado,Long Rains,Cattle,10,58.1,15.5,1,1,2,0
MKT-2483,West Pokot,Short Rains,Cattle,19,15.3,6.8,1,1,1,1
MKT-2484,Wajir,Dry Season,Cattle,26,59.4,8.3,3,0,3,0
MKT-2485,Marsabit,Dry Season,Goats,15,39.2,27.5,1,0,1,0
MKT-2486,Samburu,Short Rains,Cattle,10,59.2,16.3,1,0,3,0
MKT-2487,Samburu,Short Rains,Camels,10,27.6,12.0,3,0,3,1
MKT-2488,Narok,Dry Season,Sheep,10,29.2,9.3,5,1,8,0
MKT-2489,Baringo,Long Rains,Goats,12,53.5,3.6,2,0,5,1
MKT-2490,Samburu,Dry Season,Camels,10,43.7,6.4,3,0,3,0
MKT-2491,Marsabit,Short Rains,Sheep,12,69.4,0.5,1,0,5,0
MKT-2492,Marsabit,Dry Season,Goats,32,58.0,4.3,1,0,8,0
MKT-2493,Garissa,Short Rains,Sheep,14,47.9,0.9,3,0,10,0
MKT-2494,Narok,Short Rains,Mixed,16,54.4,10.4,2,1,10,0
MKT-2495,Wajir,Dry Season,Sheep,21,40.3,17.8,3,0,1,0
MKT-2496,Wajir,Short Rains,Mixed,14,28.9,1.5,0,1,7,1
MKT-2497,Kajiado,Short Rains,Mixed,17,19.4,2.3,1,0,5,0
MKT-2498,West Pokot,Dry Season,Sheep,10,51.6,15.6,1,0,4,1
MKT-2499,Garissa,Short Rains,Mixed,18,78.9,7.1,0,1,3,0
MKT-2500,West Pokot,Short Rains,Goats,10,6.0,7.1,1,0,7,0
